"collaboration"
1
2
10
2
1
1
1
1
1
10
1
1
3
1
4
1
1
1
1
4
4
1
3
13
2
2
2
2
1
1
2
3
1
2
1
4
5
1
2
1
2
1
1
2
4
4
5
2
5
12
12
10
1
2
1
3
31
2
5
1
1
41
1
9
5
1
6
4
2
2
2
1
20
5
1
1
2
2
6
6
8
1
1
1
1
53
24
23
1
5
2
2
1
126
1
4
1
4
1
1
1
4
19
10
1
2
13
1
3
36
43
13
5
2
1
1
28
48
5
2
1
1
3
1
1
1
2
3
1
1
2
5
1
10
1
1
2
1
9
1
1
2
1
1
3
4
2
1
1
1
1
1
4
1
1
1
7
69
1
19
1
2
1
5
7
2
2
1
40
2
7
2
2
1
3
3
27
1
1
1
1
1
1
1
2
1
1
2
5
57
1
1
1
1
1
2
1
2
1
1
2
4
2
13
1
2
2
1
1
1
6
3
4
1
3
1
1
1
3
2
1
1
21
1
1
4
1
1
2
5
1
12
1
1
1
4
2
1
3
1
1
1
40
16
1
1
40
1
8
5
3
1
2
1
3
1
1
1
1
2
2
1
2
1
3
3
1
1
2
1
1
2
2
1
1
1
1
5
1
2
1
1
1
1
2
8
1
1
3
1
1
3
1
2
1
2
1
2
14
1
4
2
1
1
1
1
1
1
1
1
1
1
1
1
1
4
1
1
1
2
3
2
4
1
1
5
1
1
1
1
1
4
4
1
1
1
1
14
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
2
1
1
3
1
1
1
1
4
3
1
1
1
2
2
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
3
2
1
1
1
5
2
1
1
1
1
2
7
2
1
1
1
10
16
1
3
25
1
2
4
1
2
3
5
1
1
12
5
1
1
1
2
4
1
2
8
1
1
1
5
1
12
2
1
1
8
1
1
1
3
4
2
2
2
5
1
1
1
3
6
1
4
1
1
1
1
1
5
2
1
1
12
1
3
1
8
4
1
4
2
2
2
1
1
2
2
1
1
1
1
1
1
1
11
5
2
4
1
6
1
1
4
5
1
3
1
1
3
3
4
4
3
1
1
1
1
1
6
3
2
3
1
3
4
7
1
1
4
1
6
1
1
4
1
1
2
3
4
1
4
41
1
2
2
2
10
3
5
1
1
3
1
29
11
1
1
3
2
2
7
1
5
1
4
2
4
15
1
5
2
1
1
2
7
1
1
1
1
3
5
1
1
1
1
3
6
2
2
2
1
1
2
1
2
1
4
1
12
1
12
1
2
7
1
1
1
1
1
1
1
1
2
5
50
24
2
1
1
2
1
1
1
1
1
4
3
19
1
2
58
2
2
1
2
2
1
5
2
2
2
2
10
1
7
4
1
2
1
1
2
1
1
1
1
2
1
1
1
1
1
1
11
2
7
4
4
1
1
3
1
4
4
2
2
2
5
2
9
3
29
1
7
3
1
1
1
1
4
1
1
1
2
1
3
1
16
8
17
17
2
1
1
4
2
1
1
2
7
1
38
1
1
2
3
5
5
1
6
1
8
2
8
3
1
6
1
8
1
1
1
7
1
8
1
1
2
1
5
1
2
7
1
1
1
1
8
1
1
1
1
1
1
1
1
2
1
5
1
4
4
1
1
7
4
1
5
2
1
2
1
3
3
1
1
1
2
1
9
2
1
5
2
8
1
1
11
1
2
1
1
2
1
14
1
41
1
46
1
1
3
1
1
1
1
3
1
3
4
2
1
1
12
1
2
3
2
5
22
3
1
2
28
9
1
2
1
1
1
12
1
1
2
1
1
14
3
4
7
7
1
6
5
2
6
1
1
20
1
8
1
3
4
2
5
1
1
1
1
1
1
2
2
1
3
2
2
1
1
1
1
1
1
1
1
10
1
1
1
8
3
1
1
1
2
4
1
42
7
8
3
3
1
10
1
1
1
6
4
13
1
3
5
5
6
4
4
7
6
4
15
2
7
1
1
1
9
1
2
2
1
1
1
13
4
1
8
1
1
1
1
1
1
1
2
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
4
1
4
4
1
2
1
1
1
2
11
14
2
2
2
1
1
1
1
52
32
8
1
1
1
2
2
2
6
2
1
1
3
1
57
2
1
2
2
3
4
1
2
14
1
20
1
3
12
1
5
1
3
1
1
1
1
3
43
1
4
2
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
3
1
1
4
4
4
4
2
2
3
1
3
2
1
2
1
1
1
4
1
7
5
9
2
1
97
1
5
7
1
1
1
1
1
2
1
1
1
2
2
1
1
4
3
2
8
17
1
40
4
1
4
1
28
12
1
1
1
1
1
69
1
1
1
4
3
1
7
7
1
1
17
1
3
1
35
1
1
1
1
12
3
1
1
53
25
3
1
2
1
2
40
9
1
2
1
2
10
2
29
41
1
23
10
2
2
8
6
1
1
2
1
2
2
2
2
1
1
4
1
6
3
1
2
3
1
1
1
1
4
8
1
1
1
1
67
4
21
4
1
1
4
3
23
1
1
1
13
4
1
1
1
1
1
4
5
1
8
1
3
16
1
1
8
1
1
7
16
2
3
2
1
2
2
24
2
25
10
6
2
2
56
3
2
1
1
1
1
3
1
42
10
35
1
24
1
2
3
1
3
1
3
2
2
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
14
1
1
13
3
1
1
2
23
1
1
3
10
2
27
2
1
1
1
1
4
12
3
3
1
3
2
2
1
1
16
1
2
1
1
2
1
1
2
2
1
1
2
1
1
4
1
3
1
1
2
1
1
1
1
1
1
2
1
2
2
7
35
1
2
3
1
1
1
1
1
4
2
3
6
8
1
3
3
3
1
1
1
2
6
2
1
2
1
2
1
3
7
4
2
1
1
1
3
2
1
1
1
20
7
1
3
1
2
1
3
1
1
1
2
1
1
1
1
1
2
1
4
23
1
1
1
1
1
1
37
1
1
1
2
8
1
1
1
2
1
1
1
6
15
1
4
6
3
2
1
1
1
1
1
1
1
1
2
2
1
1
1
2
1
1
1
2
1
1
21
1
1
1
4
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
2
1
22
1
3
2
5
5
1
5
5
2
6
1
1
30
1
34
1
3
3
2
4
1
2
1
1
1
1
1
19
1
3
7
1
147
25
3
3
1
2
1
2
1
1
2
1
2
2
2
1
1
2
1
2
2
1
2
2
2
2
3
1
1
13
1
2
1
6
1
1
3
1
3
2
2
5
2
1
1
1
3
1
1
1
2
2
44
3
20
1
1
1
5
1
1
1
1
1
1
6
7
1
18
1
1
7
6
1
1
1
1
1
5
6
1
6
2
2
7
2
1
1
4
4
1
1
1
2
3
7
1
1
15
1
1
1
1
1
3
1
20
6
1
1
1
4
1
1
2
1
1
1
1
1
10
1
1
4
10
1
1
1
15
5
36
1
22
39
9
14
2
1
10
1
28
3
2
62
1
1
1
3
1
1
1
1
1
1
1
3
1
1
1
1
1
6
52
7
1
2
2
2
30
1
2
5
2
5
3
2
1
4
3
1
2
1
2
3
8
4
1
1
1
1
1
1
10
3
1
1
2
1
52
20
17
2
12
1
2
3
1
2
1
2
3
3
1
7
2
2
1
4
3
2
2
2
32
7
26
2
3
1
4
6
1
1
3
3
2
2
1
10
1
1
2
3
2
2
3
13
1
1
1
14
23
1
1
1
1
1
1
1
3
1
1
2
1
1
1
1
2
1
2
21
4
2
4
26
2
4
4
1
1
4
1
1
3
2
1
2
1
2
2
2
1
1
1
2
1
3
1
7
1
6
15
1
1
2
1
1
1
1
1
1
13
3
2
1
1
1
1
1
1
2
1
1
1
1
2
14
7
1
2
4
9
2
7
7
2
2
1
3
5
13
1
1
2
10
5
1
1
2
2
1
1
2
1
2
1
1
1
1
1
1
1
1
1
1
1
1
1
7
3
3
3
4
1
3
3
3
3
9
2
3
2
10
1
3
2
4
1
8
27
26
1
4
4
1
1
2
1
8
1
1
2
3
5
1
1
1
2
4
1
2
1
5
1
2
5
1
1
1
1
1
1
1
1
1
2
2
1
1
1
1
1
1
1
1
1
1
5
1
1
8
2
3
14
1
5
5
1
2
1
4
2
2
2
1
1
2
1
9
1
1
1
7
2
1
2
1
7
1
1
1
5
1
13
5
1
25
11
3
1
1
1
3
1
9
1
8
1
1
1
1
3
1
1
2
1
1
1
1
3
3
2
2
1
1
1
6
2
9
5
3
5
1
1
1
1
1
1
1
4
2
1
1
1
1
3
22
1
2
1
2
1
2
24
5
1
1
2
1
1
1
1
2
2
1
1
1
8
1
3
5
3
2
2
4
6
4
35
3
2
4
9
2
1
46
3
3
1
1
2
3
1
1
1
2
8
1
1
2
1
1
1
1
1
2
4
8
14
1
26
1
2
4
2
4
1
2
2
2
1
1
1
2
1
8
1
2
3
6
6
2
2
1
2
3
9
43
3
4
8
2
1
1
3
1
2
2
1
1
2
2
5
1
13
1
4
21
4
1
1
1
1
1
4
1
4
1
1
13
20
1
2
1
2
3
3
2
2
1
2
1
2
1
1
2
2
2
1
3
1
8
2
19
2
19
1
2
5
2
1
17
2
1
1
5
1
3
1
1
1
1
1
1
1
1
2
1
1
1
1
1
4
1
1
1
1
1
7
1
1
1
3
3
1
1
1
1
2
1
7
1
2
5
4
12
25
3
2
1
1
8
1
18
1
1
1
104
1
1
1
70
37
1
16
1
14
1
1
7
1
2
1
5
36
1
1
1
8
10
1
1
1
5
1
1
1
1
10
1
2
1
1
2
1
1
1
1
1
1
1
7
1
1
2
5
1
3
1
1
1
7
1
2
4
1
1
1
1
1
1
7
1
1
1
5
7
1
1
1
1
6
28
2
10
1
1
1
1
1
4
2
5
1
3
1
1
1
1
5
2
1
2
2
2
2
2
7
12
2
5
1
1
1
1
1
2
1
1
2
1
1
2
1
1
1
18
1
2
9
3
1
12
21
9
2
1
1
1
8
1
1
4
1
21
1
3
1
1
20
7
5
2
1
24
3
3
11
5
3
4
1
5
4
2
1
1
3
1
1
1
1
2
6
1
1
4
20
2
1
31
1
1
2
1
1
1
28
35
2
4
4
1
7
1
1
2
1
1
1
1
1
1
2
1
1
1
1
1
1
1
1
1
7
1
1
3
1
1
1
1
2
2
40
3
2
17
1
2
2
1
1
13
1
1
1
1
1
2
1
1
1
3
2
2
3
2
27
2
2
4
1
2
2
26
2
1
1
1
1
1
1
1
1
1
1
1
1
2
1
1
3
1
4
1
1
4
1
7
1
19
1
1
1
1
1
1
3
1
1
1
2
2
1
1
1
1
5
1
2
2
1
3
4
2
2
2
2
2
1
7
3
1
7
1
4
2
13
23
1
7
3
2
7
1
1
5
1
2
1
1
2
2
2
3
6
1
2
2
1
1
28
2
1
1
1
2
1
1
1
1
1
1
1
1
2
11
1
1
6
14
1
10
20
1
1
6
3
1
24
4
4
12
6
4
4
1
12
1
2
1
2
2
4
6
6
1
1
1
1
1
1
1
4
1
2
3
7
54
4
31
1
2
1
2
1
1
4
3
1
58
2
1
1
2
2
1
2
2
1
1
2
1
1
2
2
1
2
16
2
1
2
1
3
2
1
2
8
10
69
3
29
1
7
1
8
4
2
2
1
20
1
23
1
1
5
6
2
4
1
2
1
8
3
12
3
18
1
1
5
1
5
2
1
56
1
1
3
1
1
5
2
6
2
3
5
1
3
7
4
6
3
1
4
1
4
1
126
1
1
3
1
1
40
56
27
15
1
5
2
2
1
3
1
2
1
8
1
1
1
1
2
4
1
1
1
1
25
10
1
2
47
9
1
3
1
53
1
33
1
2
13
9
3
4
3
1
1
28
17
2
10
1
2
7
1
1
3
1
9
4
11
1
7
1
1
2
1
6
1
1
1
1
1
1
2
3
1
2
1
1
2
1
7
1
16
1
2
4
11
1
2
3
30
1
2
1
2
3
15
1
31
2
1
3
1
1
3
2
3
1
12
12
3
39
36
1
1
4
1
1
1
1
1
1
1
1
1
3
18
19
1
1
1
12
19
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
4
8
1
3
4
4
4
10
10
3
2
9
1
1
6
4
19
2
1
1
2
3
2
2
1
2
1
1
1
4
1
3
1
6
3
1
1
1
1
4
1
1
1
1
1
2
1
1
1
1
1
1
1
1
2
1
1
1
1
1
1
1
3
1
1
2
14
8
2
23
13
2
7
2
1
5
2
2
2
1
2
1
3
1
2
2
3
3
2
3
1
1
5
2
4
2
1
3
1
5
19
8
3
1
4
1
1
1
1
2
1
24
12
2
8
1
1
5
1
1
3
2
24
42
1
9
7
39
8
8
1
2
1
3
1
7
1
2
2
2
8
1
1
2
1
1
2
3
1
1
2
18
28
2
2
4
2
19
4
1
1
3
8
112
5
46
1
2
2
2
1
1
5
3
1
94
2
2
4
4
1
1
3
4
4
6
23
4
3
1
5
4
1
6
5
6
2
2
17
2
4
9
2
1
2
2
2
3
1
1
1
3
1
1
1
1
4
1
2
1
1
2
2
1
2
2
1
1
2
1
2
2
1
2
1
1
13
1
1
1
1
1
22
1
2
4
12
1
4
4
1
57
13
1
1
1
4
5
1
1
1
1
1
1
1
1
2
1
1
1
1
3
2
8
2
4
4
12
9
1
5
2
14
1
1
14
1
1
22
34
71
1
1
16
1
2
2
2
5
1
2
1
1
8
27
3
2
1
2
2
1
2
2
2
2
1
1
1
4
1
1
1
1
4
1
1
3
1
4
1
2
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
6
4
2
1
1
1
1
1
1
1
7
1
1
1
1
1
1
1
1
3
1
1
2
2
5
4
1
1
1
2
1
1
1
3
1
1
3
1
4
1
1
1
1
1
1
2
1
2
1
2
3
2
2
1
1
1
1
1
1
2
1
1
3
2
2
2
14
2
3
2
1
1
3
1
1
4
1
1
2
1
2
4
10
2
1
1
1
1
4
1
1
1
2
1
1
1
1
6
1
1
5
1
1
1
1
4
1
1
2
1
1
1
3
2
5
1
2
3
6
4
2
2
1
1
1
1
1
2
1
1
1
6
1
4
5
2
7
6
1
3
2
2
6
1
1
5
1
1
1
2
4
4
21
1
1
1
1
2
1
7
2
2
2
2
1
2
4
1
1
2
2
9
2
3
7
2
1
1
1
2
1
1
1
2
1
8
1
10
6
4
2
9
3
5
7
1
7
1
1
1
3
1
2
1
4
1
10
4
1
1
1
3
1
1
1
5
2
1
1
1
1
3
1
1
2
4
1
1
4
1
6
1
1
1
1
1
4
1
3
1
1
15
1
34
1
8
1
2
5
2
3
1
2
1
1
2
4
2
8
1
4
1
26
1
11
4
3
4
3
6
2
1
2
6
3
10
8
1
1
1
6
2
2
1
1
4
2
1
4
6
2
2
1
1
13
1
1
1
1
8
1
1
9
1
1
4
1
4
3
3
3
2
7
1
3
3
1
21
7
2
8
1
1
4
1
67
1
2
3
8
1
1
1
4
2
2
28
4
2
35
2
2
1
1
1
2
20
1
2
2
2
1
9
14
1
1
1
1
5
3
3
3
3
3
1
3
2
1
25
6
2
2
1
2
3
1
96
119
4
1
3
1
1
1
1
1
1
1
4
7
1
4
5
5
4
6
1
12
5
1
1
10
4
1
2
2
2
1
1
4
10
1
1
1
1
1
6
9
1
1
1
1
1
6
1
9
16
1
2
2
5
6
1
2
2
5
1
2
18
2
1
2
2
2
1
4
1
1
1
2
1
2
4
3
3
1
1
4
9
3
1
1
41
1
4
16
28
2
4
4
1
2
1
1
4
1
1
27
3
5
37
6
3
1
21
1
24
1
2
1
4
2
1
1
1
62
11
1
1
2
1
1
10
1
4
24
6
3
10
3
2
5
2
4
1
1
1
1
1
3
1
2
3
1
1
1
23
1
2
1
1
2
1
3
1
1
32
2
2
1
1
5
1
4
1
2
5
1
2
3
1
1
12
2
2
4
4
2
20
1
2
1
2
7
9
2
10
1
2
37
42
13
8
1
2
5
2
12
2
13
2
1
2
7
1
4
1
14
14
8
24
4
11
7
1
4
7
4
2
10
1
1
1
4
2
1
1
3
3
3
7
2
1
1
7
4
6
6
1
2
2
4
1
1
1
1
1
1
1
1
2
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
8
1
1
4
16
1
8
1
1
1
1
1
1
13
1
14
1
2
1
2
2
1
1
3
1
1
2
4
11
3
2
2
1
3
1
1
1
2
2
3
11
1
13
2
1
1
2
1
1
1
1
6
1
3
1
1
2
1
1
1
1
6
4
4
3
1
8
1
12
1
1
6
1
1
6
2
2
2
3
1
1
1
1
1
1
1
1
2
2
2
1
1
2
1
5
1
3
2
1
3
4
1
3
3
30
2
1
5
2
2
1
23
22
2
2
1
1
1
1
2
4
31
10
3
2
2
2
1
1
36
4
4
19
2
1
2
4
7
2
2
2
8
2
2
2
3
9
1
1
1
1
3
1
1
4
1
1
1
8
3
2
1
2
1
3
2
2
1
1
1
15
3
1
25
2
8
1
2
1
1
2
2
7
4
23
11
11
3
3
9
3
2
2
2
2
3
5
1
1
6
20
2
1
1
2
12
2
2
1
3
2
4
1
1
1
1
7
23
1
4
2
1
8
2
5
2
1
23
1
3
1
1
2
1
1
1
12
3
1
3
11
2
1
1
12
1
1
1
1
3
1
1
2
1
1
1
1
1
2
1
2
2
2
25
65
1
3
1
12
78
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
2
2
2
2
2
2
1
1
1
1
1
5
1
1
26
2
6
1
1
1
7
1
1
17
20
1
1
3
1
40
2
1
1
2
1
2
1
18
3
1
1
8
1
1
1
13
1
2
2
1
2
1
2
2
1
8
1
1
1
1
2
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
2
2
3
1
2
2
16
18
1
1
2
1
1
1
1
5
1
2
8
1
1
4
1
1
1
1
2
5
23
2
4
1
1
1
5
1
1
1
1
1
1
1
1
2
1
2
2
1
1
1
1
3
2
3
1
2
3
6
5
6
2
1
1
2
2
3
2
1
1
1
1
1
1
1
1
1
2
1
4
7
2
1
1
1
11
3
3
21
99
2
4
1
1
1
54
43
7
1
1
1
1
2
1
1
1
1
1
1
1
1
1
7
7
12
2
2
2
1
12
1
14
1
14
3
3
3
1
1
2
1
2
50
1
2
2
25
1
1
2
1
1
1
1
1
1
1
1
1
2
3
1
1
1
3
1
5
2
1
1
1
1
1
3
3
1
9
3
1
1
1
1
2
1
1
1
1
3
1
4
1
1
1
1
4
1
2
2
2
2
2
1
1
1
1
1
1
1
1
1
1
1
1
1
1
3
3
1
2
1
1
1
2
1
1
4
2
2
1
1
2
2
1
2
2
1
1
2
1
2
2
1
29
2
5
2
4
1
2
1
2
1
1
4
23
4
6
2
1
2
1
3
1
2
1
1
1
1
2
6
1
5
1
1
1
1
3
1
3
1
1
1
3
1
29
1
14
1
4
1
2
10
1
10
12
1
1
1
9
1
1
1
1
1
1
1
5
5
1
1
1
1
5
7
3
2
11
12
4
4
6
4
1
1
2
2
2
15
1
1
1
1
4
1
15
1
2
3
3
5
1
7
8
1
1
1
9
1
1
1
5
8
2
11
3
1
1
3
1
3
1
3
2
1
1
1
12
2
3
1
1
1
27
8
22
2
1
6
1
2
1
1
6
1
7
2
1
3
4
2
2
2
1
1
1
2
1
1
1
1
1
1
1
1
1
1
1
1
1
1
8
1
1
1
1
2
1
1
7
1
3
12
1
19
1
4
27
2
2
1
1
2
1
1
2
3
4
1
16
1
4
5
1
84
1
3
3
3
2
5
1
12
1
1
1
1
1
1
1
1
1
1
3
5
1
2
2
4
2
4
13
4
2
1
10
2
2
4
4
27
4
1
3
1
6
2
1
1
4
1
2
1
2
3
18
7
18
1
1
6
1
7
3
30
2
65
1
1
6
5
2
1
1
5
4
4
2
2
2
1
107
33
4
1
2
10
4
3
2
1
1
48
3
7
3
1
1
1
12
19
1
18
13
2
6
1
1
2
1
2
1
1
1
1
1
1
4
1
4
1
16
1
1
1
1
1
1
1
1
1
1
1
1
1
1
3
1
2
17
2
2
3
2
24
1
1
1
25
2
1
1
1
1
1
12
19
1
21
13
1
1
1
1
1
20
1
1
1
1
1
1
1
1
1
1
1
1
5
6
1
7
1
1
1
13
6
21
1
2
1
2
1
2
1
3
4
11
7
6
1
35
1
61
1
1
2
32
2
1
4
1
1
1
12
3
2
1
1
5
8
4
5
1
1
12
6
2
3
1
11
1
1
1
1
1
2
1
1
1
1
2
5
2
1
1
2
1
2
1
1
1
1
14
1
1
1
1
1
2
1
1
2
1
2
1
1
1
1
1
1
1
6
11
1
4
6
1
2
2
2
1
1
1
1
1
1
1
1
2
3
7
2
1
1
1
1
1
3
1
1
104
1
2
1
7
1
7
3
3
1
1
1
1
1
1
1
2
3
6
32
24
28
1
1
1
3
1
2
11
1
5
14
1
2
1
1
11
1
2
1
2
1
1
1
3
2
1
2
4
1
2
2
4
5
4
1
1
3
1
4
1
1
2
1
5
1
3
4
1
2
1
2
3
1
3
1
4
6
1
1
2
2
3
2
1
2
2
2
2
2
1
1
1
1
8
18
1
50
13
1
1
8
1
1
1
9
1
2
1
1
1
16
1
1
4
1
5
3
15
1
1
2
2
2
1
1
1
1
4
1
1
1
4
2
1
2
1
4
1
1
1
1
1
1
8
95
1
2
1
3
1
1
1
1
1
1
13
20
10
1
2
14
1
7
18
14
1
6
12
1
1
6
6
1
1
3
3
8
7
4
17
1
45
2
2
1
1
1
5
1
1
1
1
3
1
1
1
1
2
5
1
1
1
1
2
1
1
2
2
1
1
1
1
6
5
1
2
1
20
10
1
1
1
1
1
1
1
2
1
4
1
3
1
1
2
1
1
1
1
1
1
4
1
1
1
1
1
1
1
1
1
1
1
1
9
1
1
1
1
1
1
1
1
1
1
1
1
6
1
1
1
1
1
1
1
1
2
1
2
1
1
11
1
1
9
2
96
2
7
1
20
1
2
19
1
3
4
1
1
25
1
1
1
8
1
3
1
10
2
1
3
1
1
1
9
1
1
1
1
1
3
51
2
1
4
17
1
1
5
1
1
1
1
1
1
2
1
1
1
1
1
1
1
1
7
1
2
1
3
4
70
1
1
1
4
1
1
2
1
1
1
11
1
3
2
1
1
1
2
2
32
1
1
1
14
1
1
1
2
2
1
1
8
1
1
1
1
1
1
1
1
1
1
2
2
1
1
1
4
1
2
1
36
1
5
2
1
1
1
1
1
1
1
1
1
1
2
1
1
3
2
1
1
3
1
1
1
1
1
1
1
1
1
1
1
2
1
2
2
5
1
6
2
7
1
1
3
1
4
1
52
2
2
1
5
3
3
3
3
3
1
1
1
1
2
1
1
1
1
1
1
1
1
9
5
3
1
4
1
6
1
1
2
10
1
1
37
10
1
4
25
3
2
24
8
2
3
1
1
21
4
1
2
1
68
3
1
13
5
1
2
10
1
2
1
1
1
1
4
1
1
1
1
1
5
1
1
4
3
2
5
1
1
1
1
25
1
1
1
1
9
2
1
2
1
1
4
1
4
4
1
2
2
3
1
28
1
1
1
4
8
1
2
2
1
1
1
1
1
11
1
3
2
3
3
8
2
1
1
1
1
1
1
2
1
1
2
3
1
1
1
1
1
2
2
2
1
2
2
2
13
8
10
42
12
4
1
47
3
3
2
1
1
1
1
1
3
6
26
1
11
1
2
15
3
3
1
3
2
1
2
1
2
14
4
1
2
1
2
1
1
2
1
1
2
2
3
1
2
50
1
1
46
3
1
20
2
2
1
16
1
2
4
1
1
2
3
1
3
15
8
1
1
3
14
1
1
1
42
4
1
8
1
1
1
1
3
3
1
1
1
3
4
9
1
1
1
26
1
1
1
1
1
1
1
1
1
1
1
2
1
1
1
1
1
7
3
1
1
1
2
2
13
5
2
1
3
1
2
3
2
9
4
1
22
1
2
1
1
2
12
1
2
2
6
2
1
1
4
2
1
20
1
2
10
2
89
4
1
3
2
2
1
1
1
5
2
3
1
2
1
1
1
1
3
2
6
1
2
1
2
4
1
1
1
2
10
8
9
18
3
4
3
21
1
1
1
1
1
3
1
1
1
2
10
6
2
9
1
6
1
1
1
2
1
2
2
2
22
1
20
1
1
33
3
1
1
2
1
6
1
2
1
2
2
2
2
2
3
2
3
3
2
2
1
1
1
1
2
2
1
5
1
16
1
1
1
3
28
16
3
28
1
1
12
1
10
3
9
1
1
4
4
1
1
2
1
20
1
19
3
2
5
5
1
5
5
1
5
2
1
5
1
1
1
11
1
3
3
17
2
17
4
1
4
3
1
2
2
2
2
1
1
1
1
1
1
1
1
1
1
1
2
2
1
4
1
1
11
1
1
1
6
14
2
1
14
1
1
1
1
6
3
6
19
3
4
12
4
1
1
1
1
5
6
1
2
1
3
1
1
1
1
1
1
1
1
11
1
2
2
6
7
1
71
1
1
5
2
1
1
1
4
1
1
1
1
1
1
3
1
1
1
1
1
1
5
2
1
5
6
2
2
2
2
2
2
1
11
1
1
8
8
4
1
4
1
2
1
13
2
1
1
1
1
1
4
4
12
1
1
1
2
2
2
1
1
1
2
1
1
1
1
7
1
1
1
1
1
3
4
3
1
1
9
10
2
1
1
1
2
1
1
4
1
36
5
2
29
35
3
3
1
2
53
1
2
1
1
1
1
3
1
10
1
1
9
2
26
1
1
3
2
28
4
1
2
6
1
1
8
3
2
2
2
1
1
1
1
23
1
1
1
1
8
1
1
3
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
3
3
1
2
3
57
2
6
1
3
1
2
1
2
4
1
2
10
4
2
56
1
1
2
1
2
1
1
18
1
2
1
2
1
4
5
2
20
1
2
2
10
2
4
1
2
2
3
2
1
5
2
3
3
2
1
1
4
1
2
5
2
4
2
1
1
4
49
1
2
1
1
1
1
10
6
1
4
1
1
2
2
2
1
2
7
7
2
1
4
2
9
1
1
4
2
2
31
7
2
1
1
1
2
1
1
3
1
1
2
1
3
6
1
2
2
36
1
1
1
1
2
1
1
1
1
